t,z_s
2.344726562500000000e+00,2.238359663473378329e-03
2.345703125000000000e+00,2.113523768761729586e-03
2.346679687500000000e+00,1.986700715631536333e-03
2.347656250000000000e+00,1.858009744518817567e-03
2.348632812500000000e+00,1.727571852096735630e-03
2.349609375000000000e+00,1.595509677513185908e-03
2.350585937500000000e+00,1.461947387084115094e-03
2.351562500000000000e+00,1.327010557550977604e-03
2.352539062500000000e+00,1.190826058012095859e-03
2.353515625000000000e+00,1.053521930638931124e-03
2.354492187500000000e+00,9.152272702894191127e-04
2.355468750000000000e+00,7.760721031315572687e-04
2.356445312500000000e+00,6.361872643913644597e-04
2.357421875000000000e+00,4.957042753401552128e-04
2.358398437500000000e+00,3.547552196367866235e-04
2.359375000000000000e+00,2.134726191411423317e-04
2.360351562500000000e+00,7.198930931561495564e-05
2.361328125000000000e+00,-6.956168566826399498e-05
2.362304687500000000e+00,-2.110472780006205306e-04
2.363281250000000000e+00,-3.523344413638682419e-04
2.364257812500000000e+00,-4.932903360055224118e-04
2.365234375000000000e+00,-6.337824336356038223e-04
2.366210937500000000e+00,-7.736786420312019401e-04
2.367187500000000000e+00,-9.128474292310429037e-04
2.368164062500000000e+00,-1.051157947203293494e-03
2.369140625000000000e+00,-1.188480154870327071e-03
2.370117187500000000e+00,-1.324684940374781968e-03
2.371093750000000000e+00,-1.459644242471957619e-03
2.372070312500000000e+00,-1.593231170934411882e-03
2.373046875000000000e+00,-1.725320125855555383e-03
2.374023437500000000e+00,-1.855786915740072424e-03
2.375000000000000000e+00,-1.984508874270137467e-03
2.375976562500000000e+00,-2.111364975637643714e-03
2.376953125000000000e+00,-2.236235948334004686e-03
2.377929687500000000e+00,-2.359004387290545603e-03
2.378906250000000000e+00,-2.479554864264046747e-03
2.379882812500000000e+00,-2.597774036363653585e-03
2.380859375000000000e+00,-2.713550752617115668e-03
2.381835937500000000e+00,-2.826776158476159741e-03
2.382812500000000000e+00,-2.937343798162738839e-03
2.383789062500000000e+00,-3.045149714759931830e-03
2.384765625000000000e+00,-3.150092547953385527e-03
2.385742187500000000e+00,-3.252073629331403686e-03
2.386718750000000000e+00,-3.350997075154076629e-03
2.387695312500000000e+00,-3.446769876504235646e-03
2.388671875000000000e+00,-3.539301986735463208e-03
2.389648437500000000e+00,-3.628506406134946079e-03
2.390625000000000000e+00,-3.714299263721567487e-03
2.391601562500000000e+00,-3.796599896102329820e-03
2.392578125000000000e+00,-3.875330923312968797e-03
2.393554687500000000e+00,-3.950418321571451570e-03
2.394531250000000000e+00,-4.021791492875954714e-03
2.395507812500000000e+00,-4.089383331381885728e-03
2.396484375000000000e+00,-4.153130286495539635e-03
2.397460937500000000e+00,-4.212972422625070948e-03
2.398437500000000000e+00,-4.268853475532598946e-03
2.399414062500000000e+00,-4.320720905234466495e-03
2.400390625000000000e+00,-4.368525945399912708e-03
2.401367187500000000e+00,-4.412223649201715663e-03
2.402343750000000000e+00,-4.451772931575699935e-03
2.403320312500000000e+00,-4.487136607849363801e-03
2.404296875000000000e+00,-4.518281428703320966e-03
2.405273437500000000e+00,-4.545178111432679469e-03
2.406250000000000000e+00,-4.567801367478963731e-03
2.407226562500000000e+00,-4.586129926206695961e-03
2.408203125000000000e+00,-4.600146554902284114e-03
2.409179687500000000e+00,-4.609838074976409412e-03
2.410156250000000000e+00,-4.615195374354682557e-03
2.411132812500000000e+00,-4.616213416044913885e-03
2.412109375000000000e+00,-4.612891242872952692e-03
2.413085937500000000e+00,-4.605231978382632284e-03
2.414062500000000000e+00,-4.593242823898977673e-03
2.415039062500000000e+00,-4.576935051757442807e-03
2.416015625000000000e+00,-4.556323994705534230e-03
2.416992187500000000e+00,-4.531429031486794087e-03
2.417968750000000000e+00,-4.502273568620690676e-03
2.418945312500000000e+00,-4.468885018395549538e-03
2.419921875000000000e+00,-4.431294773095218603e-03
2.420898437500000000e+00,-4.389538175483694536e-03
2.421875000000000000e+00,-4.343654485575466732e-03
2.422851562500000000e+00,-4.293686843722816122e-03
2.423828125000000000e+00,-4.239682230054781474e-03
2.424804687500000000e+00,-4.181691420305920677e-03
2.425781250000000000e+00,-4.119768938076405831e-03
2.426757812500000000e+00,-4.053973003568330305e-03
2.427734375000000000e+00,-3.984365478846432253e-03
2.428710937500000000e+00,-3.911011809674696908e-03
2.429687500000000000e+00,-3.833980963983526103e-03
2.430664062500000000e+00,-3.753345367025329345e-03
2.431640625000000000e+00,-3.669180833279498972e-03
2.432617187500000000e+00,-3.581566495170799766e-03
2.433593750000000000e+00,-3.490584728668188422e-03
2.434570312500000000e+00,-3.396321075834016906e-03
2.435546875000000000e+00,-3.298864164396440781e-03
2.436523437500000000e+00,-3.198305624420648245e-03
2.437500000000000000e+00,-3.094740002157261253e-03
2.438476562500000000e+00,-2.988264671148905573e-03
2.439453125000000000e+00,-2.878979740678529187e-03
2.440429687500000000e+00,-2.766987961645548614e-03
2.441406250000000000e+00,-2.652394629958317474e-03
2.442382812500000000e+00,-2.535307487533749581e-03
2.443359375000000000e+00,-2.415836620997177490e-03
2.444335937500000000e+00,-2.294094358177691060e-03
2.445312500000000000e+00,-2.170195162496271410e-03
2.446289062500000000e+00,-2.044255525346016285e-03
2.447265625000000000e+00,-1.916393856565645629e-03
2.448242187500000000e+00,-1.786730373109262065e-03
2.449218750000000000e+00,-1.655386986017042331e-03
2.450195312500000000e+00,-1.522487185793129031e-03
2.451171875000000000e+00,-1.388155926298494363e-03
2.452148437500000000e+00,-1.252519507267939140e-03
2.453125000000000000e+00,-1.115705455561685636e-03
2.454101562500000000e+00,-9.778424052632142972e-04
2.455078125000000000e+00,-8.390599767360767481e-04
2.456054687500000000e+00,-6.994886547533971793e-04
2.457031250000000000e+00,-5.592596658146463569e-04
2.458007812500000000e+00,-4.185048547650367895e-04
2.458984375000000000e+00,-2.773565608335415325e-04
2.459960937500000000e+00,-1.359474932060886318e-04
2.460937500000000000e+00,5.589393749082347158e-06
2.461914062500000000e+00,1.471210254865869379e-04
2.462890625000000000e+00,2.885143324020541470e-04
2.463867187500000000e+00,4.296363749456392112e-04
2.464843750000000000e+00,5.703544686132579200e-04
2.465820312500000000e+00,7.105363086980236338e-04
2.466796875000000000e+00,8.500500946845955400e-04
2.467773437500000000e+00,9.887646541694792689e-04
2.468750000000000000e+00,1.126549566190771260e-03
2.469726562500000000e+00,1.263275283851387825e-03
2.470703125000000000e+00,1.398813256120490754e-03
2.471679687500000000e+00,1.533036048698586170e-03
2.472656250000000000e+00,1.665817463832662158e-03
2.473632812500000000e+00,1.797032658968711035e-03
2.474609375000000000e+00,1.926558264130078359e-03
2.475585937500000000e+00,2.054272497911278396e-03
2.476562500000000000e+00,2.180055281978217872e-03
2.477539062500000000e+00,2.303788353967173037e-03
2.478515625000000000e+00,2.425355378676370341e-03
2.479492187500000000e+00,2.544642057445630455e-03
2.480468750000000000e+00,2.661536235621230796e-03
2.481445312500000000e+00,2.775928008004950424e-03
2.482421875000000000e+00,2.887709822188153086e-03
2.483398437500000000e+00,2.996776579673750447e-03
2.484375000000000000e+00,3.103025734690969661e-03
2.485351562500000000e+00,3.206357390610022149e-03
2.486328125000000000e+00,3.306674393866017390e-03
2.487304687500000000e+00,3.403882425303819508e-03
2.488281250000000000e+00,3.497890088857959646e-03
2.489257812500000000e+00,3.588608997484225935e-03
2.490234375000000000e+00,3.675953856262140218e-03
2.491210937500000000e+00,3.759842542590184807e-03
2.492187500000000000e+00,3.840196183398379964e-03
2.493164062500000000e+00,3.916939229305616520e-03
2.494140625000000000e+00,3.989999525652018590e-03
2.495117187500000000e+00,4.059308380339551707e-03
2.496093750000000000e+00,4.124800628417094051e-03
2.497070312500000000e+00,4.186414693349243751e-03
2.498046875000000000e+00,4.244092644911256866e-03
2.499023437500000000e+00,4.297780253655685175e-03
2.500000000000000000e+00,4.347427041899503027e-03
2.500976562500000000e+00,4.392986331183781554e-03
2.501953125000000000e+00,4.434415286161293157e-03
2.502929687500000000e+00,4.471674954870777201e-03
2.503906250000000000e+00,4.504730305360005703e-03
2.504882812500000000e+00,4.533550258623210427e-03
2.505859375000000000e+00,4.558107717821909162e-03
2.506835937500000000e+00,4.578379593761651434e-03
2.507812500000000000e+00,4.594346826600735796e-03
2.508789062500000000e+00,4.605994403770482734e-03
2.509765625000000000e+00,4.613311374090216417e-03
2.510742187500000000e+00,4.616290858063689002e-03
2.511718750000000000e+00,4.614930054347257324e-03
2.512695312500000000e+00,4.609230242383735229e-03
2.513671875000000000e+00,4.599196781199450454e-03
2.514648437500000000e+00,4.584839104365626659e-03
2.515625000000000000e+00,4.566170711128836844e-03
2.516601562500000000e+00,4.543209153718861734e-03
2.517578125000000000e+00,4.515976020845889789e-03
2.518554687500000000e+00,4.484496917402573321e-03
2.519531250000000000e+00,4.448801440390024418e-03
2.520507812500000000e+00,4.408923151090387953e-03
2.521484375000000000e+00,4.364899543512153028e-03
2.522460937500000000e+00,4.316772009137873588e-03
2.523437500000000000e+00,4.264585798007434862e-03
2.524414062500000000e+00,4.208389976173470062e-03
2.525390625000000000e+00,4.148237379568912690e-03
2.526367187500000000e+00,4.084184564330069038e-03
2.527343750000000000e+00,4.016291753621914831e-03
2.528320312500000000e+00,3.944622781015607281e-03
2.529296875000000000e+00,3.869245030471458579e-03
2.530273437500000000e+00,3.790229372983790115e-03
2.531250000000000000e+00,3.707650099947240856e-03
2.532226562500000000e+00,3.621584853307176395e-03
2.533203125000000000e+00,3.532114552559874419e-03
2.534179687500000000e+00,3.439323318671119213e-03
2.535156250000000000e+00,3.343298394984739984e-03
2.536132812500000000e+00,3.244130065195454955e-03
2.537109375000000000e+00,3.141911568463143581e-03
2.538085937500000000e+00,3.036739011748358034e-03
2.539062500000000000e+00,2.928711279451495439e-03
2.540039062500000000e+00,2.817929940440593289e-03
2.541015625000000000e+00,2.704499152555155973e-03
2.541992187500000000e+00,2.588525564675803019e-03
2.542968750000000000e+00,2.470118216451812950e-03
2.543945312500000000e+00,2.349388435780839363e-03
2.544921875000000000e+00,2.226449734137191279e-03
2.545898437500000000e+00,2.101417699847090391e-03
2.546875000000000000e+00,1.974409889411249397e-03
2.547851562500000000e+00,1.845545716976949467e-03
2.548828125000000000e+00,1.714946342063540432e-03
2.549804687500000000e+00,1.582734555646920973e-03
2.550781250000000000e+00,1.449034664710105620e-03
2.551757812500000000e+00,1.313972375368425635e-03
2.552734375000000000e+00,1.177674674679249616e-03
2.553710937500000000e+00,1.040269711247348910e-03
2.554687500000000000e+00,9.018866747381626588e-04
2.555664062500000000e+00,7.626556744122465299e-04
2.556640625000000000e+00,6.227076167951077316e-04
2.557617187500000000e+00,4.821740825974427016e-04
2.558593750000000000e+00,3.411872030014989230e-04
2.559570312500000000e+00,1.998795354298763818e-04
2.560546875000000000e+00,5.838393891357404543e-05
2.561523437500000000e+00,-8.316655082353985231e-05
2.562500000000000000e+00,-2.246388464463857336e-04
2.563476562500000000e+00,-3.658999341388562078e-04
2.564453125000000000e+00,-5.068169986648761579e-04
2.565429687500000000e+00,-6.472575482427558131e-04
2.566406250000000000e+00,-7.870895391154284458e-04
2.567382812500000000e+00,-9.261814996994498835e-04
2.568359375000000000e+00,-1.064402654196034900e-03
2.569335937500000000e+00,-1.201623045547908298e-03
2.570312500000000000e+00,-1.337713657626367130e-03
2.571289062500000000e+00,-1.472546536533670715e-03
2.572265625000000000e+00,-1.605994910906709131e-03
2.573242187500000000e+00,-1.737933311108840612e-03
2.574218750000000000e+00,-1.868237687197830781e-03
2.575195312500000000e+00,-1.996785525558979202e-03
2.576171875000000000e+00,-2.123455964093773785e-03
2.577148437500000000e+00,-2.248129905855772957e-03
2.578125000000000000e+00,-2.370690131026869426e-03
2.579101562500000000e+00,-2.491021407128659725e-03
2.580078125000000000e+00,-2.609010597365294531e-03
2.581054687500000000e+00,-2.724546766995943753e-03
2.582031250000000000e+00,-2.837521287636866982e-03
2.583007812500000000e+00,-2.947827939395018890e-03
2.583984375000000000e+00,-3.055363010737169142e-03
2.584960937500000000e+00,-3.160025396000629757e-03
2.585937500000000000e+00,-3.261716690453918873e-03
2.586914062500000000e+00,-3.360341282817975832e-03
2.587890625000000000e+00,-3.455806445160942465e-03
2.588867187500000000e+00,-3.548022420081989661e-03
2.589843750000000000e+00,-3.636902505102218748e-03
2.590820312500000000e+00,-3.722363134183288846e-03
2.591796875000000000e+00,-3.804323956297130972e-03
2.592773437500000000e+00,-3.882707910972872222e-03
2.593750000000000000e+00,-3.957441300749942222e-03
2.594726562500000000e+00,-4.028453860469240547e-03
2.595703125000000000e+00,-4.095678823337216279e-03
2.596679687500000000e+00,-4.159052983700743146e-03
2.597656250000000000e+00,-4.218516756473776261e-03
2.598632812500000000e+00,-4.274014233159905904e-03
2.599609375000000000e+00,-4.325493234418146919e-03
2.600585937500000000e+00,-4.372905359122527570e-03
2.601562500000000000e+00,-4.416206029869367174e-03
2.602539062500000000e+00,-4.455354534889440811e-03
2.603515625000000000e+00,-4.490314066325637281e-03
2.604492187500000000e+00,-4.521051754840111313e-03
2.605468750000000000e+00,-4.547538700518398772e-03
2.606445312500000000e+00,-4.569750000041436500e-03
2.607421875000000000e+00,-4.587664770099936923e-03
2.608398437500000000e+00,-4.601266167029106381e-03
2.609375000000000000e+00,-4.610541402645245389e-03
2.610351562500000000e+00,-4.615481756269340825e-03
2.611328125000000000e+00,-4.616082582926343998e-03
2.612304687500000000e+00,-4.612343317712427199e-03
2.613281250000000000e+00,-4.604267476326113530e-03
2.614257812500000000e+00,-4.591862651762776935e-03
2.615234375000000000e+00,-4.575140507175624524e-03
2.616210937500000000e+00,-4.554116764909871967e-03
2.617187500000000000e+00,-4.528811191720419696e-03
2.618164062500000000e+00,-4.499247580186931973e-03
2.619140625000000000e+00,-4.465453726343789238e-03
2.620117187500000000e+00,-4.427461403545950719e-03
2.621093750000000000e+00,-4.385306332595294461e-03
2.622070312500000000e+00,-4.339028148155525157e-03
2.623046875000000000e+00,-4.288670361487223470e-03
2.624023437500000000e+00,-4.234280319538079145e-03
2.625000000000000000e+00,-4.175909160426768442e-03
2.625976562500000000e+00,-4.113611765362326991e-03
2.626953125000000000e+00,-4.047446707044232740e-03
2.627929687500000000e+00,-3.977476194591705351e-03
2.628906250000000000e+00,-3.903766015054005271e-03
2.629882812500000000e+00,-3.826385471556722345e-03
2.630859375000000000e+00,-3.745407318142211436e-03
2.631835937500000000e+00,-3.660907691365437259e-03
2.632812500000000000e+00,-3.572966038709543719e-03
2.633789062500000000e+00,-3.481665043888452875e-03
2.634765625000000000e+00,-3.387090549106722484e-03
2.635742187500000000e+00,-3.289331474349756462e-03
2.636718750000000000e+00,-3.188479733780251978e-03
2.637695312500000000e+00,-3.084630149319487428e-03
2.638671875000000000e+00,-2.977880361494704420e-03
2.639648437500000000e+00,-2.868330737636403879e-03
2.640625000000000000e+00,-2.756084277511873515e-03
2.641601562500000000e+00,-2.641246516483667772e-03
2.642578125000000000e+00,-2.523925426284092874e-03
2.643554687500000000e+00,-2.404231313498991253e-03
2.644531250000000000e+00,-2.282276715856269844e-03
2.645507812500000000e+00,-2.158176296416685399e-03
2.646484375000000000e+00,-2.032046735766365828e-03
2.647460937500000000e+00,-1.904006622312434194e-03
2.648437500000000000e+00,-1.774176340784877669e-03
2.649414062500000000e+00,-1.642677959049493623e-03
2.650390625000000000e+00,-1.509635113338332483e-03
2.651367187500000000e+00,-1.375172892005546276e-03
2.652343750000000000e+00,-1.239417717917935422e-03
2.653320312500000000e+00,-1.102497229590771333e-03
2.654296875000000000e+00,-9.645401611806539519e-04
2.655273437500000000e+00,-8.256762214482349805e-04
2.656250000000000000e+00,-6.860359718046069337e-04
2.657226562500000000e+00,-5.457507035560216126e-04
2.658203125000000000e+00,-4.049523144623524062e-04
2.659179687500000000e+00,-2.637731847253629055e-04
2.660156250000000000e+00,-1.223460525233777206e-04
2.661132812500000000e+00,1.919611079061997504e-05
2.662109375000000000e+00,1.607202257101242489e-04
2.663085937500000000e+00,3.020932296979294282e-04
2.664062500000000000e+00,4.431822022929985143e-04
2.665039062500000000e+00,5.838544900837495943e-04
2.666015625000000000e+00,7.239778314302598152e-04
2.666992187500000000e+00,8.634204808181214800e-04
2.667968750000000000e+00,1.002051332727030286e-03
2.668945312500000000e+00,1.139740044897645478e-03
2.669921875000000000e+00,1.276357160880822218e-03
2.670898437500000000e+00,1.411774231753995957e-03
2.671875000000000000e+00,1.545863936890279951e-03
2.672851562500000000e+00,1.678500203666725065e-03
2.673828125000000000e+00,1.809558325999193959e-03
2.674804687500000000e+00,1.938915081592399760e-03
2.675781250000000000e+00,2.066448847794870140e-03
2.676757812500000000e+00,2.192039715949908093e-03
2.677734375000000000e+00,2.315569604135037096e-03
2.678710937500000000e+00,2.436922368183929745e-03
2.679687500000000000e+00,2.555983910886436110e-03
2.680664062500000000e+00,2.672642289264042220e-03
2.681640625000000000e+00,2.786787819819896202e-03
2.682617187500000000e+00,2.898313181664443489e-03
2.683593750000000000e+00,3.007113517419714773e-03
2.684570312500000000e+00,3.113086531807389944e-03
2.685546875000000000e+00,3.216132587827951698e-03
2.686523437500000000e+00,3.316154800440491643e-03
2.687500000000000000e+00,3.413059127655098703e-03
2.688476562500000000e+00,3.506754458952175690e-03
2.689453125000000000e+00,3.597152700945558269e-03
2.690429687500000000e+00,3.684168860208889180e-03
2.691406250000000000e+00,3.767721123187378618e-03
2.692382812500000000e+00,3.847730933119811614e-03
2.693359375000000000e+00,3.924123063898483574e-03
2.694335937500000000e+00,3.996825690797617750e-03
2.695312500000000000e+00,4.065770458003767525e-03
2.696289062500000000e+00,4.130892542884707398e-03
2.697265625000000000e+00,4.192130716936386635e-03
2.698242187500000000e+00,4.249427403350648953e-03
2.699218750000000000e+00,4.302728731149579704e-03
2.700195312500000000e+00,4.351984585835598496e-03
2.701171875000000000e+00,4.397148656509661767e-03
2.702148437500000000e+00,4.438178479413282598e-03
2.703125000000000000e+00,4.475035477853426570e-03
2.704101562500000000e+00,4.507684998472741636e-03
2.705078125000000000e+00,4.536096343831032968e-03
2.706054687500000000e+00,4.560242801267330205e-03
2.707031250000000000e+00,4.580101668015430783e-03
2.708007812500000000e+00,4.595654272549289793e-03
2.708984375000000000e+00,4.606885992138195184e-03
2.709960937500000000e+00,4.613786266595219787e-03
2.710937500000000000e+00,4.616348608206029096e-03
2.711914062500000000e+00,4.614570607828698094e-03
2.712890625000000000e+00,4.608453937158815163e-03
2.713867187500000000e+00,4.598004347157735872e-03
2.714843750000000000e+00,4.583231662645464652e-03
2.715820312500000000e+00,4.564149773063249683e-03
2.716796875000000000e+00,4.540776619414578497e-03
2.717773437500000000e+00,4.513134177396847455e-03
2.718750000000000000e+00,4.481248436739567430e-03
2.719726562500000000e+00,4.445149376768532841e-03
2.720703125000000000e+00,4.404870938218930464e-03
2.721679687500000000e+00,4.360450991323881580e-03
2.722656250000000000e+00,4.311931300208432516e-03
2.723632812500000000e+00,4.259357483622461596e-03
2.724609375000000000e+00,4.202778972049427825e-03
2.725585937500000000e+00,4.142248961231282355e-03
2.726562500000000000e+00,4.077824362153244751e-03
2.727539062500000000e+00,4.009565747535463742e-03
2.728515625000000000e+00,3.937537294881879833e-03
2.729492187500000000e+00,3.861806726139823363e-03
2.730468750000000000e+00,3.782445244027092535e-03
2.731445312500000000e+00,3.699527465086371088e-03
2.732421875000000000e+00,3.613131349529929634e-03
2.733398437500000000e+00,3.523338127940573057e-03
2.734375000000000000e+00,3.430232224897748067e-03
2.735351562500000000e+00,3.333901179600620625e-03
2.736328125000000000e+00,3.234435563562753236e-03
2.737304687500000000e+00,3.131928895455766797e-03
2.738281250000000000e+00,3.026477553182051888e-03
2.739257812500000000e+00,2.918180683259199906e-03
2.740234375000000000e+00,2.807140107601350642e-03
2.741210937500000000e+00,2.693460227785103665e-03
2.742187500000000000e+00,2.577247926890001775e-03
2.743164062500000000e+00,2.458612469005878182e-03
2.744140625000000000e+00,2.337665396501552133e-03
2.745117187500000000e+00,2.214520425151459814e-03
2.746093750000000000e+00,2.089293337218826527e-03
2.747070312500000000e+00,1.962101872595903903e-03
2.748046875000000000e+00,1.833065618103620845e-03
2.749023437500000000e+00,1.702305895054732898e-03
2.750000000000000000e+00,1.569945645186182799e-03
2.750976562500000000e+00,1.436109315067921055e-03
2.751953125000000000e+00,1.300922739096864802e-03
2.752929687500000000e+00,1.164513021186007209e-03
2.753906250000000000e+00,1.027008415259913088e-03
2.754882812500000000e+00,8.885382046689620315e-04
2.755859375000000000e+00,7.492325806357129706e-04
2.756835937500000000e+00,6.092225198476776838e-04
2.757812500000000000e+00,4.686396613115915034e-04
2.758789062500000000e+00,3.276161825849642668e-04
2.759765625000000000e+00,1.862846755012793909e-04
2.760742187500000000e+00,4.477802150568683625e-05
2.761718750000000000e+00,-9.677073328160065214e-05
2.762695312500000000e+00,-2.382285031567403359e-04
2.763671875000000000e+00,-3.794622879609092477e-04
2.764648437500000000e+00,-5.203392981285236921e-04
2.765625000000000000e+00,-6.607270795374565412e-04
2.766601562500000000e+00,-8.004936380438668671e-04
2.767578125000000000e+00,-9.395075635845531736e-04
2.768554687500000000e+00,-1.077638153730147005e-03
2.769531250000000000e+00,-1.214755536572982098e-03
2.770507812500000000e+00,-1.350730792834097275e-03
2.771484375000000000e+00,-1.485436077074567349e-03
2.772460937500000000e+00,-1.618744737897198725e-03
2.773437500000000000e+00,-1.750531437025571813e-03
2.774414062500000000e+00,-1.880672267148475116e-03
2.775390625000000000e+00,-2.009044868418927675e-03
2.776367187500000000e+00,-2.135528543498260538e-03
2.777343750000000000e+00,-2.260004371037088559e-03
2.778320312500000000e+00,-2.382355317486477275e-03
2.779296875000000000e+00,-2.502466347134179106e-03
2.780273437500000000e+00,-2.620224530262482351e-03
2.781250000000000000e+00,-2.735519149325979157e-03
2.782226562500000000e+00,-2.848241803049426056e-03
2.783203125000000000e+00,-2.958286508347820944e-03
2.784179687500000000e+00,-3.065549799972871244e-03
2.785156250000000000e+00,-3.169930827792163865e-03
2.786132812500000000e+00,-3.271331451609574108e-03
2.787109375000000000e+00,-3.369656333437763465e-03
2.788085937500000000e+00,-3.464813027136008465e-03
2.789062500000000000e+00,-3.556712065329085092e-03
2.790039062500000000e+00,-3.645267043525482475e-03
2.791015625000000000e+00,-3.730394701355862000e-03
2.791992187500000000e+00,-3.812015000855376295e-03
2.792968750000000000e+00,-3.890051201716248578e-03
2.793945312500000000e+00,-3.964429933439858611e-03
2.794921875000000000e+00,-4.035081264320496304e-03
2.795898437500000000e+00,-4.101938767195923395e-03
2.796875000000000000e+00,-4.164939581902928067e-03
2.797851562500000000e+00,-4.224024474379142573e-03
2.798828125000000000e+00,-4.279137892355565007e-03
2.799804687500000000e+00,-4.330228017587416101e-03
2.800781250000000000e+00,-4.377246814574226215e-03
2.801757812500000000e+00,-4.420150075723342821e-03
2.802734375000000000e+00,-4.458897462914399382e-03
2.803710937500000000e+00,-4.493452545425659708e-03
2.804687500000000000e+00,-4.523782834186587491e-03
2.805664062500000000e+00,-4.549859812324428925e-03
2.806640625000000000e+00,-4.571658961976090077e-03
2.807617187500000000e+00,-4.589159787340105212e-03
2.808593750000000000e+00,-4.602345833947014617e-03
2.809570312500000000e+00,-4.611204704130037954e-03
2.810546875000000000e+00,-4.615728068681499222e-03
2.811523437500000000e+00,-4.615911674684038991e-03
2.812500000000000000e+00,-4.611755349509254372e-03
2.813476562500000000e+00,-4.603263000980005806e-03
2.814453125000000000e+00,-4.590442613696239793e-03
2.815429687500000000e+00,-4.573306241527777885e-03
2.816406250000000000e+00,-4.551869996281138371e-03
2.817382812500000000e+00,-4.526154032551034899e-03
2.818359375000000000e+00,-4.496182528770803662e-03
2.819335937500000000e+00,-4.461983664479574757e-03
2.820312500000000000e+00,-4.423589593827557780e-03
2.821289062500000000e+00,-4.381036415344352272e-03
2.822265625000000000e+00,-4.334364137998714291e-03
2.823242187500000000e+00,-4.283616643581680643e-03
2.824218750000000000e+00,-4.228841645448421817e-03
2.825195312500000000e+00,-4.170090643657620687e-03
2.826171875000000000e+00,-4.107418876550546390e-03
2.827148437500000000e+00,-4.040885268815358131e-03
2.828125000000000000e+00,-3.970552376085457504e-03
2.829101562500000000e+00,-3.896486326123995217e-03
2.830078125000000000e+00,-3.818756756649813525e-03
2.831054687500000000e+00,-3.737436749863295386e-03
2.832031250000000000e+00,-3.652602763733671376e-03
2.833007812500000000e+00,-3.564334560112391529e-03
2.833984375000000000e+00,-3.472715129740151264e-03
2.834960937500000000e+00,-3.377830614218079678e-03
2.835937500000000000e+00,-3.279770225016453815e-03
2.836914062500000000e+00,-3.178626159597088517e-03
2.837890625000000000e+00,-3.074493514728263675e-03
2.838867187500000000e+00,-2.967470197073691397e-03
2.839843750000000000e+00,-2.857656831139588662e-03
2.840820312500000000e+00,-2.745156664666404279e-03
2.841796875000000000e+00,-2.630075471554152011e-03
2.842773437500000000e+00,-2.512521452412621020e-03
2.843750000000000000e+00,-2.392605132829966116e-03
2.844726562500000000e+00,-2.270439259455328714e-03
2.845703125000000000e+00,-2.146138693993189864e-03
2.846679687500000000e+00,-2.019820305209127798e-03
2.847656250000000000e+00,-1.891602859048510969e-03
2.848632812500000000e+00,-1.761606906971444975e-03
2.849609375000000000e+00,-1.629954672608956243e-03
2.850585937500000000e+00,-1.496769936846983678e-03
2.851562500000000000e+00,-1.362177921446221197e-03
2.852539062500000000e+00,-1.226305171307234690e-03
2.853515625000000000e+00,-1.089279435491546976e-03
2.854492187500000000e+00,-9.512295471105589473e-04
2.855468750000000000e+00,-8.122853021952335106e-04
2.856445312500000000e+00,-6.725773376604331916e-04
2.857421875000000000e+00,-5.322370084786481968e-04
2.858398437500000000e+00,-3.913962641785999124e-04
2.859375000000000000e+00,-2.501875247848351844e-04
2.860351562500000000e+00,-1.087435563149556758e-04
2.861328125000000000e+00,3.280265404845947763e-05
2.862304687500000000e+00,1.743180229938725873e-04
2.863281250000000000e+00,3.156694962071879989e-04
2.864257812500000000e+00,4.567241734708888442e-04
2.865234375000000000e+00,5.973494336182906365e-04
2.866210937500000000e+00,7.374130592254279698e-04
2.867187500000000000e+00,8.767833609233381025e-04
2.868164062500000000e+00,1.015329301213861073e-03
2.869140625000000000e+00,1.152920617672544175e-03
2.870117187500000000e+00,1.289427945422813278e-03
2.871093750000000000e+00,1.424722938766258967e-03
2.872070312500000000e+00,1.558678391854681922e-03
2.873046875000000000e+00,1.691168358290436654e-03
2.874023437500000000e+00,1.822068269542627189e-03
2.875000000000000000e+00,1.951255052067816034e-03
2.875976562500000000e+00,2.078607243025130946e-03
2.876953125000000000e+00,2.204005104476970244e-03
2.877929687500000000e+00,2.327330735967934883e-03
2.878906250000000000e+00,2.448468185376139871e-03
2.879882812500000000e+00,2.567303557932680905e-03
2.880859375000000000e+00,2.683725123306755951e-03
2.881835937500000000e+00,2.797623420655756272e-03
2.882812500000000000e+00,2.908891361541560399e-03
2.883789062500000000e+00,3.017424330616268191e-03
2.884765625000000000e+00,3.123120283982706337e-03
2.885742187500000000e+00,3.225879845137229369e-03
2.886718750000000000e+00,3.325606398404605795e-03
2.887695312500000000e+00,3.422206179777145547e-03
2.888671875000000000e+00,3.515588365072654011e-03
2.889648437500000000e+00,3.605665155328334481e-03
2.890625000000000000e+00,3.692351859350341287e-03
2.891601562500000000e+00,3.775566973341378148e-03
2.892578125000000000e+00,3.855232257531468476e-03
2.893554687500000000e+00,3.931272809739851971e-03
2.894531250000000000e+00,4.003617135798841903e-03
2.895507812500000000e+00,4.072197216773434762e-03
2.896484375000000000e+00,4.136948572913461131e-03
2.897460937500000000e+00,4.197810324278162218e-03
2.898437500000000000e+00,4.254725247976182123e-03
2.899414062500000000e+00,4.307639831967162089e-03
2.900390625000000000e+00,4.356504325374353087e-03
