t,z_s
1.371093750000000000e+00,-1.529238201249045678e-03
1.372070312500000000e+00,-1.662061046314501113e-03
1.373046875000000000e+00,-1.793321246551448592e-03
1.374023437500000000e+00,-1.922895388452846265e-03
1.375000000000000000e+00,-2.050661643766865400e-03
1.375976562500000000e+00,-2.176499884041502037e-03
1.376953125000000000e+00,-2.300291793571011302e-03
1.377929687500000000e+00,-2.421920980637969414e-03
1.378906250000000000e+00,-2.541273086946376457e-03
1.379882812500000000e+00,-2.658235895142904356e-03
1.380859375000000000e+00,-2.772699434325200368e-03
1.381835937500000000e+00,-2.884556083438045895e-03
1.382812500000000000e+00,-2.993700672460157183e-03
1.383789062500000000e+00,-3.100030581286486540e-03
1.384765625000000000e+00,-3.203445836213061546e-03
1.385742187500000000e+00,-3.303849203933637534e-03
1.386718750000000000e+00,-3.401146282959794341e-03
1.387695312500000000e+00,-3.495245592378517455e-03
1.388671875000000000e+00,-3.586058657863815981e-03
1.389648437500000000e+00,-3.673500094861507220e-03
1.390625000000000000e+00,-3.757487688868956129e-03
1.391601562500000000e+00,-3.837942472734292253e-03
1.392578125000000000e+00,-3.914788800902422282e-03
1.393554687500000000e+00,-3.987954420538035102e-03
1.394531250000000000e+00,-4.057370539458728803e-03
1.395507812500000000e+00,-4.122971890814384512e-03
1.396484375000000000e+00,-4.184696794451978064e-03
1.397460937500000000e+00,-4.242487214908132603e-03
1.398437500000000000e+00,-4.296288815974888889e-03
1.399414062500000000e+00,-4.346051011787383650e-03
1.400390625000000000e+00,-4.391727014385413651e-03
1.401367187500000000e+00,-4.433273877704156478e-03
1.402343750000000000e+00,-4.470652537952693982e-03
1.403320312500000000e+00,-4.503827850342372215e-03
1.404296875000000000e+00,-4.532768622130466454e-03
1.405273437500000000e+00,-4.557447641948083293e-03
1.406250000000000000e+00,-4.577841705384722015e-03
1.407226562500000000e+00,-4.593931636805445931e-03
1.408203125000000000e+00,-4.605702307380146222e-03
1.409179687500000000e+00,-4.613142649307951787e-03
1.410156250000000000e+00,-4.616245666223405160e-03
1.411132812500000000e+00,-4.615008439774626742e-03
1.412109375000000000e+00,-4.609432132367278709e-03
1.413085937500000000e+00,-4.599521986071748204e-03
1.414062500000000000e+00,-4.585287317694580235e-03
1.415039062500000000e+00,-4.566741510018793720e-03
1.416015625000000000e+00,-4.543901999221314561e-03
1.416992187500000000e+00,-4.516790258479357403e-03
1.417968750000000000e+00,-4.485431777781169992e-03
1.418945312500000000e+00,-4.449856039960121447e-03
1.419921875000000000e+00,-4.410096492974667666e-03
1.420898437500000000e+00,-4.366190518460259795e-03
1.421875000000000000e+00,-4.318179396582756333e-03
1.422851562500000000e+00,-4.266108267226392282e-03
1.423828125000000000e+00,-4.210026087552790931e-03
1.424804687500000000e+00,-4.149985585970925560e-03
1.425781250000000000e+00,-4.086043212561307238e-03
1.426757812500000000e+00,-4.018259086001010720e-03
1.427734375000000000e+00,-3.946696937039441237e-03
1.428710937500000000e+00,-3.871424048577985864e-03
1.429687500000000000e+00,-3.792511192409885913e-03
1.430664062500000000e+00,-3.710032562679813160e-03
1.431640625000000000e+00,-3.624065706125705749e-03
1.432617187500000000e+00,-3.534691449168456730e-03
1.433593750000000000e+00,-3.441993821918002804e-03
1.434570312500000000e+00,-3.346059979167264817e-03
1.435546875000000000e+00,-3.246980118448223457e-03
1.436523437500000000e+00,-3.144847395227171397e-03
1.437500000000000000e+00,-3.039757835318883210e-03
1.438476562500000000e+00,-2.931810244602042585e-03
1.439453125000000000e+00,-2.821106116120823334e-03
1.440429687500000000e+00,-2.707749534659960582e-03
1.441406250000000000e+00,-2.591847078883037243e-03
1.442382812500000000e+00,-2.473507721125992043e-03
1.443359375000000000e+00,-2.352842724940069300e-03
1.444335937500000000e+00,-2.229965540480536614e-03
1.445312500000000000e+00,-2.104991697839531453e-03
1.446289062500000000e+00,-1.978038698423324922e-03
1.447265625000000000e+00,-1.849225904476128239e-03
1.448242187500000000e+00,-1.718674426854318931e-03
1.449218750000000000e+00,-1.586507011156597152e-03
1.450195312500000000e+00,-1.452847922317136676e-03
1.451171875000000000e+00,-1.317822827770236647e-03
1.452148437500000000e+00,-1.181558679296324573e-03
1.453125000000000000e+00,-1.044183593660399662e-03
1.454101562500000000e+00,-9.058267321551421612e-04
1.455078125000000000e+00,-7.666181791619433626e-04
1.456054687500000000e+00,-6.266888198440349195e-04
1.457031250000000000e+00,-4.861702170867109279e-04
1.458007812500000000e+00,-3.451944878003467758e-04
1.458984375000000000e+00,-2.038941787025141679e-04
1.459960937500000000e+00,-6.240214169598470146e-05
1.460937500000000000e+00,7.914859104020754792e-05
1.461914062500000000e+00,2.206249321292033259e-04
1.462890625000000000e+00,3.618938641266552267e-04
1.463867187500000000e+00,5.028225645853155561e-04
1.464843750000000000e+00,6.432785309362879390e-04
1.465820312500000000e+00,7.831297050695273151e-04
1.466796875000000000e+00,9.222445974964570570e-04
1.467773437500000000e+00,1.060492410977963368e-03
1.468750000000000000e+00,1.197743163501531352e-03
1.469726562500000000e+00,1.333867810491897203e-03
1.470703125000000000e+00,1.468738366140312978e-03
1.471679687500000000e+00,1.602228023738349640e-03
1.472656250000000000e+00,1.734211274903097724e-03
1.473632812500000000e+00,1.864564027581669782e-03
1.474609375000000000e+00,1.993163722724054700e-03
1.475585937500000000e+00,2.119889449514627145e-03
1.476562500000000000e+00,2.244622059053970851e-03
1.477539062500000000e+00,2.367244276384127509e-03
1.478515625000000000e+00,2.487640810751949247e-03
1.479492187500000000e+00,2.605698464006879402e-03
1.480468750000000000e+00,2.721306237031245485e-03
1.481445312500000000e+00,2.834355434102998981e-03
1.482421875000000000e+00,2.944739765092778232e-03
1.483398437500000000e+00,3.052355445399205017e-03
1.484375000000000000e+00,3.157101293528460483e-03
1.485351562500000000e+00,3.258878826226387429e-03
1.486328125000000000e+00,3.357592351073680932e-03
1.487304687500000000e+00,3.453149056457103724e-03
1.488281250000000000e+00,3.545459098832139024e-03
1.489257812500000000e+00,3.634435687195029709e-03
1.490234375000000000e+00,3.719995164684787321e-03
1.491210937500000000e+00,3.802057087238444946e-03
1.492187500000000000e+00,3.880544299225602289e-03
1.493164062500000000e+00,3.955383005991149233e-03
1.494140625000000000e+00,4.026502843237966811e-03
1.495117187500000000e+00,4.093836943184361345e-03
1.496093750000000000e+00,4.157321997434043626e-03
1.497070312500000000e+00,4.216898316499529883e-03
1.498046875000000000e+00,4.272509885923005818e-03
1.499023437500000000e+00,4.324104418941886012e-03
1.500000000000000000e+00,4.371633405649554514e-03
1.500976562500000000e+00,4.415052158605062282e-03
1.501953125000000000e+00,4.454319854848901722e-03
1.502929687500000000e+00,4.489399574285350865e-03
1.503906250000000000e+00,4.520258334395300601e-03
1.504882812500000000e+00,4.546867121246930474e-03
1.505859375000000000e+00,4.569200916775074950e-03
1.506835937500000000e+00,4.587238722303629661e-03
1.507812500000000000e+00,4.600963578288881639e-03
1.508789062500000000e+00,4.610362580265205470e-03
1.509765625000000000e+00,4.615426890978128679e-03
1.510742187500000000e+00,4.616151748693356205e-03
1.511718750000000000e+00,4.612536471673951179e-03
1.512695312500000000e+00,4.604584458821449691e-03
1.513671875000000000e+00,4.592303186480318003e-03
1.514648437500000000e+00,4.575704201408751538e-03
1.515625000000000000e+00,4.554803109922422356e-03
1.516601562500000000e+00,4.529619563221387417e-03
1.517578125000000000e+00,4.500177238913950425e-03
1.518554687500000000e+00,4.466503818754848781e-03
1.519531250000000000e+00,4.428630962618696799e-03
1.520507812500000000e+00,4.386594278733156951e-03
1.521484375000000000e+00,4.340433290199822818e-03
1.522460937500000000e+00,4.290191397834293777e-03
1.523437500000000000e+00,4.235915839360380498e-03
1.524414062500000000e+00,4.177657644996804649e-03
1.525390625000000000e+00,4.115471589478151074e-03
1.526367187500000000e+00,4.049416140555185673e-03
1.527343750000000000e+00,3.979553404022955106e-03
1.528320312500000000e+00,3.905949065328358314e-03
1.529296875000000000e+00,3.828672327812085181e-03
1.530273437500000000e+00,3.747795847642995670e-03
1.531250000000000000e+00,3.663395665506106232e-03
1.532226562500000000e+00,3.575551135108418106e-03
1.533203125000000000e+00,3.484344848569803296e-03
1.534179687500000000e+00,3.389862558769098262e-03
1.535156250000000000e+00,3.292193098718415502e-03
1.536132812500000000e+00,3.191428298041476975e-03
1.537109375000000000e+00,3.087662896634501154e-03
1.538085937500000000e+00,2.980994455590817074e-03
1.539062500000000000e+00,2.871523265472955642e-03
1.540039062500000000e+00,2.759352252018463895e-03
1.541015625000000000e+00,2.644586879368095687e-03
1.541992187500000000e+00,2.527335050907366341e-03
1.542968750000000000e+00,2.407707007814701827e-03
1.543945312500000000e+00,2.285815225411567519e-03
1.544921875000000000e+00,2.161774307412028112e-03
1.545898437500000000e+00,2.035700878171169126e-03
1.546875000000000000e+00,1.907713473033687641e-03
1.547851562500000000e+00,1.777932426885747317e-03
1.548828125000000000e+00,1.646479761014884094e-03
1.549804687500000000e+00,1.513479068384335387e-03
1.550781250000000000e+00,1.379055397429663305e-03
1.551757812500000000e+00,1.243335134486922610e-03
1.552734375000000000e+00,1.106445884962919957e-03
1.553710937500000000e+00,9.685163533592870298e-04
1.554687500000000000e+00,8.296762222631710870e-04
1.555664062500000000e+00,6.900560304183172601e-04
1.556640625000000000e+00,5.497870499911809402e-04
1.557617187500000000e+00,4.090011631474670356e-04
1.558593750000000000e+00,2.678307380551389659e-04
1.559570312500000000e+00,1.264085044304815700e-04
1.560546875000000000e+00,-1.513257125576909171e-05
1.561523437500000000e+00,-1.566594107948970872e-04
1.562500000000000000e+00,-2.980389493617366121e-04
1.563476562500000000e+00,-4.391382606236204455e-04
1.564453125000000000e+00,-5.798246817191176228e-04
1.565429687500000000e+00,-7.199659379890541947e-04
1.566406250000000000e+00,-8.594302673425438304e-04
1.567382812500000000e+00,-9.980865441410972233e-04
1.568359375000000000e+00,-1.135804402484334079e-03
1.569335937500000000e+00,-1.272454358781381677e-03
1.570312500000000000e+00,-1.407907933492719013e-03
1.571289062500000000e+00,-1.542037771928001346e-03
1.572265625000000000e+00,-1.674717763986291377e-03
1.573242187500000000e+00,-1.805823162726114938e-03
1.574218750000000000e+00,-1.935230701653860687e-03
1.575195312500000000e+00,-2.062818710620248092e-03
1.576171875000000000e+00,-2.188467230215896623e-03
1.577148437500000000e+00,-2.312058124558439166e-03
1.578125000000000000e+00,-2.433475192365137756e-03
1.579101562500000000e+00,-2.552604276206567584e-03
1.580078125000000000e+00,-2.669333369838650452e-03
1.581054687500000000e+00,-2.783552723512120776e-03
1.582031250000000000e+00,-2.895154947160411777e-03
1.583007812500000000e+00,-3.004035111368943533e-03
1.583984375000000000e+00,-3.110090846030881019e-03
1.584960937500000000e+00,-3.213222436596601707e-03
1.585937500000000000e+00,-3.313332917826384335e-03
1.586914062500000000e+00,-3.410328164958163679e-03
1.587890625000000000e+00,-3.504116982204641666e-03
1.588867187500000000e+00,-3.594611188496542320e-03
1.589843750000000000e+00,-3.681725700391399233e-03
1.590820312500000000e+00,-3.765378612069921003e-03
1.591796875000000000e+00,-3.845491272344720921e-03
1.592773437500000000e+00,-3.921988358609007456e-03
1.593750000000000000e+00,-3.994797947655709565e-03
1.594726562500000000e+00,-4.063851583300446407e-03
1.595703125000000000e+00,-4.129084340744768218e-03
1.596679687500000000e+00,-4.190434887619150749e-03
1.597656250000000000e+00,-4.247845541648347795e-03
1.598632812500000000e+00,-4.301262324884888230e-03
1.599609375000000000e+00,-4.350635014459721013e-03
1.600585937500000000e+00,-4.395917189802299799e-03
1.601562500000000000e+00,-4.437066276285700842e-03
1.602539062500000000e+00,-4.474043585255747975e-03
1.603515625000000000e+00,-4.506814350406501170e-03
1.604492187500000000e+00,-4.535347760467912069e-03
1.605468750000000000e+00,-4.559616988174913267e-03
1.606445312500000000e+00,-4.579599215490701841e-03
1.607421875000000000e+00,-4.595275655060504331e-03
1.608398437500000000e+00,-4.606631567875649202e-03
1.609375000000000000e+00,-4.613656277131343748e-03
1.610351562500000000e+00,-4.616343178265121597e-03
1.611328125000000000e+00,-4.614689745166523048e-03
1.612304687500000000e+00,-4.608697532552171773e-03
1.613281250000000000e+00,-4.598372174504014413e-03
1.614257812500000000e+00,-4.583723379172096116e-03
1.615234375000000000e+00,-4.564764919646853263e-03
1.616210937500000000e+00,-4.541514621009505939e-03
1.617187500000000000e+00,-4.513994343572723562e-03
1.618164062500000000e+00,-4.482229962327325366e-03
1.619140625000000000e+00,-4.446251342614331893e-03
1.620117187500000000e+00,-4.406092312045251959e-03
1.621093750000000000e+00,-4.361790628696995444e-03
1.622070312500000000e+00,-4.313387945611322008e-03
1.623046875000000000e+00,-4.260929771632201817e-03
1.624023437500000000e+00,-4.204465428617908639e-03
1.625000000000000000e+00,-4.144048005068076169e-03
1.625976562500000000e+00,-4.079734306209316375e-03
1.626953125000000000e+00,-4.011584800586332801e-03
1.627929687500000000e+00,-3.939663563208739561e-03
1.628906250000000000e+00,-3.864038215307046258e-03
1.629882812500000000e+00,-3.784779860754445419e-03
1.630859375000000000e+00,-3.701963019214182284e-03
1.631835937500000000e+00,-3.615665556075361650e-03
1.632812500000000000e+00,-3.525968609243066137e-03
1.633789062500000000e+00,-3.432956512851622309e-03
1.634765625000000000e+00,-3.336716717972733337e-03
1.635742187500000000e+00,-3.237339710393036599e-03
1.636718750000000000e+00,-3.134918925538388110e-03
1.637695312500000000e+00,-3.029550660624864486e-03
1.638671875000000000e+00,-2.921333984119077812e-03
1.639648437500000000e+00,-2.810370642592932827e-03
1.640625000000000000e+00,-2.696764965060397846e-03
1.641601562500000000e+00,-2.580623764886238319e-03
1.642578125000000000e+00,-2.462056239358933942e-03
1.643554687500000000e+00,-2.341173867022208147e-03
1.644531250000000000e+00,-2.218090302861693876e-03
1.645507812500000000e+00,-2.092921271445287012e-03
1.646484375000000000e+00,-1.965784458117655290e-03
1.647460937500000000e+00,-1.836799398351203223e-03
1.648437500000000000e+00,-1.706087365357528314e-03
1.649414062500000000e+00,-1.573771256065034912e-03
1.650390625000000000e+00,-1.439975475569912899e-03
1.651367187500000000e+00,-1.304825820169119594e-03
1.652343750000000000e+00,-1.168449359085340679e-03
1.653320312500000000e+00,-1.030974314995132882e-03
1.654296875000000000e+00,-8.925299434725754346e-04
1.655273437500000000e+00,-7.532464114617818058e-04
1.656250000000000000e+00,-6.132546748925308926e-04
1.657226562500000000e+00,-4.726863555540853539e-04
1.658203125000000000e+00,-3.316736173429621175e-04
1.659179687500000000e+00,-1.903490420010075742e-04
1.660156250000000000e+00,-4.884550446061062417e-05
1.661132812500000000e+00,9.270395208574541712e-05
1.662109375000000000e+00,2.341662412741302938e-04
1.663085937500000000e+00,3.754083586984046728e-04
1.664062500000000000e+00,5.162975069623999911e-04
1.665039062500000000e+00,6.567012205374650122e-04
1.666015625000000000e+00,7.964874903079870476e-04
1.666992187500000000e+00,9.355248876877879372e-04
1.667968750000000000e+00,1.073682688190700238e-03
1.668945312500000000e+00,1.210830994339139868e-03
1.669921875000000000e+00,1.346840857795117245e-03
1.670898437500000000e+00,1.481584400598855286e-03
1.671875000000000000e+00,1.614934935401027413e-03
1.672851562500000000e+00,1.746767084575568969e-03
1.673828125000000000e+00,1.876956898101073698e-03
1.674804687500000000e+00,2.005381970099938838e-03
1.675781250000000000e+00,2.131921553925691069e-03
1.676757812500000000e+00,2.256456675690282805e-03
1.677734375000000000e+00,2.378870246124623229e-03
1.678710937500000000e+00,2.499047170667169099e-03
1.679687500000000000e+00,2.616874457677068923e-03
1.680664062500000000e+00,2.732241324670118751e-03
1.681640625000000000e+00,2.845039302477644222e-03
1.682617187500000000e+00,2.955162337230377630e-03
1.683593750000000000e+00,3.062506890071443628e-03
1.684570312500000000e+00,3.166972034504703017e-03
1.685546875000000000e+00,3.268459551286926733e-03
1.686523437500000000e+00,3.366874020774578407e-03
1.687500000000000000e+00,3.462122912638386073e-03
1.688476562500000000e+00,3.554116672861345593e-03
1.689453125000000000e+00,3.642768807938364002e-03
1.690429687500000000e+00,3.727995966198376088e-03
1.691406250000000000e+00,3.809718016172472781e-03
1.692382812500000000e+00,3.887858121934361158e-03
1.693359375000000000e+00,3.962342815342318608e-03
1.694335937500000000e+00,4.033102065114718519e-03
1.695312500000000000e+00,4.100069342674182889e-03
1.696289062500000000e+00,4.163181684698455225e-03
1.697265625000000000e+00,4.222379752319176636e-03
1.698242187500000000e+00,4.277607886912915616e-03
1.699218750000000000e+00,4.328814162431989139e-03
1.700195312500000000e+00,4.375950434225874854e-03
1.701171875000000000e+00,4.418972384307310979e-03
1.702148437500000000e+00,4.457839563020527668e-03
1.703125000000000000e+00,4.492515427072430248e-03
1.704101562500000000e+00,4.522967373890973870e-03
1.705078125000000000e+00,4.549166772278434231e-03
1.706054687500000000e+00,4.571088989330744125e-03
1.707031250000000000e+00,4.588713413597593146e-03
1.708007812500000000e+00,4.602023474461511103e-03
1.708984375000000000e+00,4.611006657717715319e-03
1.709960937500000000e+00,4.615654517340077312e-03
1.710937500000000000e+00,4.615962683422137822e-03
1.711914062500000000e+00,4.611930866285715233e-03
1.712890625000000000e+00,4.603562856753235476e-03
1.713867187500000000e+00,4.590866522583528404e-03
1.714843750000000000e+00,4.573853801074449082e-03
1.715820312500000000e+00,4.552540687839269802e-03
1.716796875000000000e+00,4.526947221767400366e-03
1.717773437500000000e+00,4.497097466183577232e-03
1.718750000000000000e+00,4.463019486223231309e-03
1.719726562500000000e+00,4.424745322445312531e-03
1.720703125000000000e+00,4.382310960707375136e-03
1.721679687500000000e+00,4.335756298331252569e-03
1.722656250000000000e+00,4.285125106591129024e-03
1.723632812500000000e+00,4.230464989559278022e-03
1.724609375000000000e+00,4.171827339348164500e-03
1.725585937500000000e+00,4.109267287790985268e-03
1.726562500000000000e+00,4.042843654606091512e-03
1.727539062500000000e+00,3.972618892094010451e-03
1.728515625000000000e+00,3.898659026419082699e-03
1.729492187500000000e+00,3.821033595530909030e-03
1.730468750000000000e+00,3.739815583783978690e-03
1.731445312500000000e+00,3.655081353316951345e-03
1.732421875000000000e+00,3.566910572256107911e-03
1.733398437500000000e+00,3.475386139810477011e-03
1.734375000000000000e+00,3.380594108329061220e-03
1.735351562500000000e+00,3.282623602393446461e-03
1.736328125000000000e+00,3.181566735021865676e-03
1.737304687500000000e+00,3.077518521063500948e-03
1.738281250000000000e+00,2.970576787864452444e-03
1.739257812500000000e+00,2.860842083289367316e-03
1.740234375000000000e+00,2.748417581185207993e-03
1.741210937500000000e+00,2.633408984376041026e-03
1.742187500000000000e+00,2.515924425280057376e-03
1.743164062500000000e+00,2.396074364242259391e-03
1.744140625000000000e+00,2.273971485678405111e-03
1.745117187500000000e+00,2.149730592127860069e-03
1.746093750000000000e+00,2.023468496314963574e-03
1.747070312500000000e+00,1.895303911320397709e-03
1.748046875000000000e+00,1.765357338965821941e-03
1.749023437500000000e+00,1.633750956516712410e-03
1.750000000000000000e+00,1.500608501809931562e-03
1.750976562500000000e+00,1.366055156914032032e-03
1.751953125000000000e+00,1.230217430431677960e-03
1.752929687500000000e+00,1.093223038554843934e-03
1.753906250000000000e+00,9.552007849846267957e-04
1.754882812500000000e+00,8.162804398285691387e-04
1.755859375000000000e+00,6.765926175893565570e-04
1.756835937500000000e+00,5.362686543596064401e-04
1.757812500000000000e+00,3.954404843382102125e-04
1.758789062500000000e+00,2.542405157843292333e-04
1.759765625000000000e+00,1.128015065256749935e-04
1.760742187500000000e+00,-2.874356086187895907e-05
1.761718750000000000e+00,-1.702616040859952307e-04
1.762695312500000000e+00,-3.116195662633250885e-04
1.763671875000000000e+00,-4.526845410210706810e-04
1.764648437500000000e+00,-5.933238974570354289e-04
1.765625000000000000e+00,-7.334054048406730454e-04
1.766601562500000000e+00,-8.727973569378913790e-04
1.767578125000000000e+00,-1.011368695842717333e-03
1.768554687500000000e+00,-1.148989135199397034e-03
1.769531250000000000e+00,-1.285529282699075619e-03
1.770507812500000000e+00,-1.420860761735883273e-03
1.771484375000000000e+00,-1.554856332108046219e-03
1.772460937500000000e+00,-1.687390009650538165e-03
1.773437500000000000e+00,-1.818337184686790115e-03
1.774414062500000000e+00,-1.947574739188092990e-03
1.775390625000000000e+00,-2.074981162530533784e-03
1.776367187500000000e+00,-2.200436665740634120e-03
1.777343750000000000e+00,-2.323823294122270410e-03
1.778320312500000000e+00,-2.445025038158989399e-03
1.779296875000000000e+00,-2.563927942587441392e-03
1.780273437500000000e+00,-2.680420213539383856e-03
1.781250000000000000e+00,-2.794392323651514153e-03
1.782226562500000000e+00,-2.905737115044312435e-03
1.783203125000000000e+00,-3.014349900073066794e-03
1.784179687500000000e+00,-3.120128559756357375e-03
1.785156250000000000e+00,-3.222973639789454125e-03
1.786132812500000000e+00,-3.322788444052355780e-03
1.787109375000000000e+00,-3.419479125524553000e-03
1.788085937500000000e+00,-3.512954774521035838e-03
1.789062500000000000e+00,-3.603127504166587190e-03
1.790039062500000000e+00,-3.689912533027994192e-03
1.791015625000000000e+00,-3.773228264826490597e-03
1.791992187500000000e+00,-3.852996365155481398e-03
1.792968750000000000e+00,-3.929141835131417723e-03
1.793945312500000000e+00,-4.001593081908575746e-03
1.794921875000000000e+00,-4.070281985991442385e-03
1.795898437500000000e+00,-4.135143965281419011e-03
1.796875000000000000e+00,-4.196118035797621361e-03
1.797851562500000000e+00,-4.253146869014692855e-03
1.798828125000000000e+00,-4.306176845763717842e-03
1.799804687500000000e+00,-4.355158106645553966e-03
1.800781250000000000e+00,-4.400044598909190995e-03
1.801757812500000000e+00,-4.440794119751053336e-03
1.802734375000000000e+00,-4.477368355994540070e-03
1.803710937500000000e+00,-4.509732920112497281e-03
1.804687500000000000e+00,-4.537857382558747009e-03
1.805664062500000000e+00,-4.561715300378281317e-03
1.806640625000000000e+00,-4.581284242069216806e-03
1.807617187500000000e+00,-4.596545808673139361e-03
1.808593750000000000e+00,-4.607485651074005178e-03
1.809570312500000000e+00,-4.614093483489335040e-03
1.810546875000000000e+00,-4.616363093141014930e-03
1.811523437500000000e+00,-4.614292346096617384e-03
1.812500000000000000e+00,-4.607883189275744501e-03
1.813476562500000000e+00,-4.597141648619507831e-03
1.814453125000000000e+00,-4.582077823424868593e-03
1.815429687500000000e+00,-4.562705876849161221e-03
1.816406250000000000e+00,-4.539044022593732332e-03
1.817382812500000000e+00,-4.511114507779215473e-03
1.818359375000000000e+00,-4.478943592028532955e-03
1.819335937500000000e+00,-4.442561522777306073e-03
1.820312500000000000e+00,-4.402002506834876497e-03
1.821289062500000000e+00,-4.357304678222681353e-03
1.822265625000000000e+00,-4.308510062320216466e-03
1.823242187500000000e+00,-4.255664536352307334e-03
1.824218750000000000e+00,-4.198817786254829994e-03
1.825195312500000000e+00,-4.138023259959436144e-03
1.826171875000000000e+00,-4.073338117141213528e-03
1.827148437500000000e+00,-4.004823175476520704e-03
1.828125000000000000e+00,-3.932542853461530423e-03
1.829101562500000000e+00,-3.856565109845240275e-03
1.830078125000000000e+00,-3.776961379733898960e-03
1.831054687500000000e+00,-3.693806507426924263e-03
1.832031250000000000e+00,-3.607178676047458413e-03
1.833007812500000000e+00,-3.517159334033724896e-03
1.833984375000000000e+00,-3.423833118560300724e-03
1.834960937500000000e+00,-3.327287775961300809e-03
1.835937500000000000e+00,-3.227614079230299582e-03
1.836914062500000000e+00,-3.124905742674550201e-03
1.837890625000000000e+00,-3.019259333803752266e-03
1.838867187500000000e+00,-2.910774182536202386e-03
1.839843750000000000e+00,-2.799552287807701573e-03
1.840820312500000000e+00,-2.685698221671020333e-03
1.841796875000000000e+00,-2.569319030976091080e-03
1.842773437500000000e+00,-2.450524136723369537e-03
1.843750000000000000e+00,-2.329425231184993443e-03
1.844726562500000000e+00,-2.206136172890466301e-03
1.845703125000000000e+00,-2.080772879575600986e-03
1.846679687500000000e+00,-1.953453219195376653e-03
1.847656250000000000e+00,-1.824296899103176450e-03
1.848632812500000000e+00,-1.693425353500602627e-03
1.849609375000000000e+00,-1.560961629263691100e-03
1.850585937500000000e+00,-1.427030270252870135e-03
1.851562500000000000e+00,-1.291757200215438561e-03
1.852539062500000000e+00,-1.155269604390658615e-03
1.853515625000000000e+00,-1.017695809928780828e-03
1.854492187500000000e+00,-8.791651652364305524e-04
1.855468750000000000e+00,-7.398079183617985947e-04
1.856445312500000000e+00,-5.997550945339787283e-04
1.857421875000000000e+00,-4.591383729715913225e-04
1.858398437500000000e+00,-3.180899630765181350e-04
1.859375000000000000e+00,-1.767424801291537974e-04
1.860351562500000000e+00,-3.522882060204526769e-05
1.861328125000000000e+00,1.063179627908485982e-04
1.862304687500000000e+00,2.477647861917972464e-04
1.863281250000000000e+00,3.889786597262203782e-04
1.864257812500000000e+00,5.298268125412461524e-04
1.865234375000000000e+00,6.701768176383422065e-04
1.866210937500000000e+00,8.098967163826513872e-04
1.867187500000000000e+00,9.488551425719671121e-04
1.868164062500000000e+00,1.086921445948695964e-03
1.869140625000000000e+00,1.223965815038682197e-03
1.870117187500000000e+00,1.359859399201398655e-03
1.871093750000000000e+00,1.494474429776750189e-03
1.872070312500000000e+00,1.627684340214589041e-03
1.873046875000000000e+00,1.759363885073990993e-03
1.874023437500000000e+00,1.889389257780411599e-03
1.875000000000000000e+00,2.017638207030003367e-03
1.875976562500000000e+00,2.143990151731651247e-03
1.876953125000000000e+00,2.268326294378654028e-03
1.877929687500000000e+00,2.390529732743461137e-03
1.878906250000000000e+00,2.510485569790447263e-03
1.879882812500000000e+00,2.628081021703381707e-03
1.880859375000000000e+00,2.743205523926026991e-03
1.881835937500000000e+00,2.855750835116164371e-03
1.882812500000000000e+00,2.965611138915307150e-03
1.883789062500000000e+00,3.072683143438417926e-03
1.884765625000000000e+00,3.176866178390088270e-03
1.885742187500000000e+00,3.278062289715869340e-03
1.886718750000000000e+00,3.376176331699764707e-03
1.887695312500000000e+00,3.471116056421290601e-03
1.888671875000000000e+00,3.562792200487998554e-03
1.889648437500000000e+00,3.651118568961909342e-03
1.890625000000000000e+00,3.736012116400953473e-03
1.891601562500000000e+00,3.817393024939221349e-03
1.892578125000000000e+00,3.895184779332608749e-03
1.893554687500000000e+00,3.969314238899302946e-03
1.894531250000000000e+00,4.039711706287465662e-03
1.895507812500000000e+00,4.106310993005461013e-03
1.896484375000000000e+00,4.169049481653012805e-03
1.897460937500000000e+00,4.227868184794783719e-03
1.898437500000000000e+00,4.282711800421020072e-03
1.899414062500000000e+00,4.333528763943117652e-03
1.900390625000000000e+00,4.380271296675225870e-03
1.901367187500000000e+00,4.422895450756300813e-03
1.902343750000000000e+00,4.461361150470377970e-03
1.903320312500000000e+00,4.495632229926207687e-03
1.904296875000000000e+00,4.525676467060832028e-03
1.905273437500000000e+00,4.551465613935130362e-03
1.906250000000000000e+00,4.572975423292851248e-03
1.907226562500000000e+00,4.590185671358154064e-03
1.908203125000000000e+00,4.603080176850233955e-03
1.909179687500000000e+00,4.611646816197145088e-03
1.910156250000000000e+00,4.615877534934522894e-03
1.911132812500000000e+00,4.615768355278486446e-03
1.912109375000000000e+00,4.611319379865599054e-03
1.913085937500000000e+00,4.602534791656374275e-03
1.914062500000000000e+00,4.589422850002414928e-03
1.915039062500000000e+00,4.571995882880883558e-03
1.916015625000000000e+00,4.550270275303609259e-03
1.916992187500000000e+00,4.524266453911720588e-03
1.917968750000000000e+00,4.494008867770298184e-03
1.918945312500000000e+00,4.459525965381097752e-03
1.919921875000000000e+00,4.420850167934958948e-03
1.920898437500000000e+00,4.378017838829047562e-03
1.921875000000000000e+00,4.331069249477592122e-03
1.922851562500000000e+00,4.280048541448259330e-03
1.923828125000000000e+00,4.225003684959769204e-03
1.924804687500000000e+00,4.165986433779768176e-03
1.925781250000000000e+00,4.103052276565369826e-03
1.926757812500000000e+00,4.036260384692108745e-03
